"Rk","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards","Year"
468,"Trent Forrest",23,"UTA","PG",60,6,12.8,1.3,2.6,0.49,0.1,0.5,0.185,1.2,2.1,0.555,0.506,0.6,0.8,0.792,0.4,1.3,1.7,1.8,0.5,0.1,0.8,0.7,3.3,0,2022
469,"Gabriel Lundberg",27,"PHO","SG",4,0,11,1.3,4.8,0.263,0.8,2,0.375,0.5,2.8,0.182,0.342,0,0,NA,0.5,1.3,1.8,2.8,0.8,0,0.8,1.8,3.3,0,2022
470,"Killian Tillie",23,"MEM","C",36,3,12.8,1.2,3.5,0.339,0.8,2.4,0.314,0.4,1.1,0.39,0.445,0.1,0.2,0.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3,0,2022
471,"Dalano Banton",22,"TOR","PG",64,1,10.9,1.3,3.2,0.411,0.2,0.8,0.255,1.1,2.4,0.464,0.443,0.4,0.7,0.591,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,3.2,0,2022
472,"Daishen Nix",19,"HOU","SG",24,0,10.9,1.1,2.8,0.403,0.3,1.1,0.269,0.8,1.7,0.488,0.455,0.7,1.3,0.533,0.3,1.1,1.4,1.7,0.6,0,1.1,0.9,3.2,0,2022
473,"Jahmi'us Ramsey",20,"SAC","SG",19,0,7.1,1.3,3.1,0.414,0.3,0.9,0.278,1,2.1,0.475,0.457,0.4,0.7,0.5,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2,0,2022
474,"Justin Robinson",24,"3TM","PG",25,0,12.2,1.1,3.7,0.301,0.7,2.4,0.295,0.4,1.3,0.313,0.398,0.2,0.3,0.5,0.2,0.7,0.8,1.3,0.4,0,0.7,1.1,3.1,0,2022
475,"Kevin Knox",22,"2TM","SF",30,0,7.4,1,2.8,0.365,0.5,1.8,0.278,0.5,1,0.516,0.453,0.5,0.7,0.727,0.5,1,1.5,0.3,0.1,0.1,0.2,0.6,3.1,0,2022
476,"Rodney Hood",29,"2TM","SF",52,0,13.6,1.1,3,0.369,0.6,1.8,0.33,0.5,1.3,0.424,0.465,0.3,0.4,0.895,0.3,1.2,1.5,0.7,0.3,0.1,0.2,0.6,3.1,0,2022
477,"Keljin Blevins",26,"POR","SF",31,1,11.3,1.1,3.6,0.306,0.7,2.3,0.292,0.4,1.3,0.333,0.401,0.2,0.4,0.545,0.5,0.9,1.5,0.6,0.4,0,0.5,0.9,3.1,0,2022
478,"Devontae Cacok",25,"SAS","PF",15,0,8.1,1.4,2.1,0.677,0,0,NA,1.4,2.1,0.677,0.677,0.3,0.5,0.571,0.5,2.3,2.8,0.4,0.5,0.5,0.2,1.1,3.1,0,2022
479,"Paul Reed",22,"PHI","C",38,2,7.9,1.4,2.5,0.563,0.1,0.2,0.25,1.4,2.3,0.591,0.573,0.2,0.4,0.429,1.2,1.3,2.4,0.4,0.9,0.4,0.3,1.5,3.1,0,2022
480,"Javonte Smart",22,"2TM","PG",17,1,11.8,1.1,3.5,0.317,0.5,1.6,0.296,0.6,1.9,0.333,0.383,0.3,0.4,0.833,0.3,1.1,1.4,0.9,0.4,0.2,0.6,0.7,3,0,2022
481,"Paris Bass",26,"PHO","SF",2,0,3.5,1,3,0.333,0,1,0,1,2,0.5,0.333,1,1,1,1,1,2,0,0.5,0,1,1,3,0,2022
482,"Charles Bassey",21,"PHI","C",23,0,7.3,1.3,2,0.638,0,0.2,0,1.3,1.9,0.698,0.638,0.4,0.5,0.75,1,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3,0,2022
483,"Tony Bradley",24,"CHI","C",55,7,10,1.3,2.2,0.585,0,0,NA,1.3,2.2,0.585,0.585,0.3,0.5,0.655,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,3,0,2022
484,"Daniel Oturu",22,"TOR","C",3,0,9,1,2,0.5,0,0.3,0,1,1.7,0.6,0.5,1,1.7,0.6,0.3,1.3,1.7,0,0,0.7,0,0.3,3,0,2022
485,"Elfrid Payton",27,"PHO","PG",50,1,11,1.3,3.5,0.383,0.1,0.4,0.222,1.3,3.1,0.401,0.394,0.2,0.6,0.375,0.4,1.3,1.8,2,0.5,0.1,0.9,0.8,3,0,2022
486,"Neemias Queta",22,"SAC","C",15,0,8,1.1,2.5,0.447,0,0,NA,1.1,2.5,0.447,0.447,0.7,1.1,0.647,0.9,1.1,2.1,0.4,0.1,0.5,0.4,1.2,3,0,2022
487,"Nick Richards",24,"CHO","C",50,5,7.3,1.2,1.8,0.667,0,0,NA,1.2,1.8,0.667,0.667,0.6,0.9,0.698,0.7,1,1.7,0.3,0.2,0.4,0.5,1,3,0,2022
488,"Matt Ryan",24,"BOS","SF",1,0,5,1,5,0.2,1,5,0.2,0,0,NA,0.3,0,0,NA,0,0,0,0,1,0,0,0,3,0,2022
489,"Tre Scott",25,"CLE","SF",2,0,5.5,1.5,3,0.5,0,0.5,0,1.5,2.5,0.6,0.5,0,0,NA,0.5,0.5,1,0,0.5,0.5,0,1,3,0,2022
490,"Bruno Fernando",23,"2TM","C",30,0,5.1,1.2,1.8,0.655,0,0.1,0.5,1.2,1.8,0.66,0.664,0.5,0.8,0.625,0.6,1.2,1.8,0.2,0,0.4,0.5,0.8,2.9,0,2022
491,"Vernon Carey Jr.",20,"2TM","C",7,1,6.3,1,1.9,0.538,0,0,NA,1,1.9,0.538,0.538,0.9,1.9,0.462,1.1,0.6,1.7,0,0.3,0.1,0.4,0.6,2.9,0,2022
492,"Skylar Mays",24,"ATL","SG",28,5,7.9,1.1,2.3,0.5,0.3,0.9,0.32,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.2,0.7,0.9,0.6,0.3,0,0.4,0.3,2.9,0,2022
493,"Denzel Valentine",28,"2TM","SG",24,0,9.3,1,2.8,0.379,0.8,2,0.404,0.3,0.8,0.316,0.523,0,0,NA,0.4,1.4,1.8,0.5,0.3,0,0.5,0.8,2.9,0,2022
494,"Tyler Johnson",29,"2TM","PG",6,0,15.2,1,3.3,0.3,0.8,2.2,0.385,0.2,1.2,0.143,0.425,0,0,NA,0.5,1.5,2,1.2,0.5,0.5,0.3,1.2,2.8,0,2022
495,"Aleem Ford",24,"ORL","SF",5,0,14.8,1.2,4,0.3,0.4,3,0.133,0.8,1,0.8,0.35,0,0,NA,0.4,2.6,3,0.4,0.2,0,0.8,1.4,2.8,0,2022
496,"Tyrone Wallace",27,"NOP","SG",6,0,12.5,1.2,3.3,0.35,0.3,1.3,0.25,0.8,2,0.417,0.4,0.2,0.8,0.2,0,1.3,1.3,0.2,0.5,0.2,0.3,1.2,2.8,0,2022
497,"Gary Clark",27,"NOP","PF",38,1,9.9,0.9,2.3,0.375,0.7,1.8,0.4,0.1,0.5,0.278,0.534,0.2,0.3,0.7,0.6,1.8,2.4,0.5,0.3,0.2,0.3,0.5,2.7,0,2022
498,"Josh Okogie",23,"MIN","SG",49,6,10.5,0.9,2.1,0.404,0.3,1,0.298,0.6,1.2,0.491,0.471,0.7,1,0.686,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1,2.7,0,2022
499,"Jay Scrubb",21,"LAC","SG",18,0,6.7,1,2.6,0.391,0.3,1.2,0.286,0.7,1.4,0.48,0.457,0.4,0.6,0.7,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7,0,2022
500,"Quinndary Weatherspoon",25,"GSW","SG",11,0,6.6,1.1,1.9,0.571,0.1,0.5,0.2,1,1.5,0.688,0.595,0.5,0.5,1,0.2,1.1,1.3,0.5,0.1,0.1,0.3,1.4,2.7,0,2022
501,"Chris Silva",25,"2TM","PF",10,0,9.1,0.8,1.5,0.533,0,0,NA,0.8,1.5,0.533,0.533,1,1.2,0.833,1.3,2.3,3.6,0.7,0,0.1,0.8,2,2.6,0,2022
502,"Gabriel Deck",26,"OKC","PF",7,0,8,1.1,2,0.571,0.3,0.6,0.5,0.9,1.4,0.6,0.643,0,0,NA,0.1,0.7,0.9,0.7,0.1,0,0.3,0.3,2.6,0,2022
503,"Devon Dotson",22,"CHI","PG",11,0,7.7,1,2.1,0.478,0.2,0.8,0.222,0.8,1.3,0.643,0.522,0.5,0.8,0.556,0.1,0.7,0.8,1.4,0.1,0,0.5,1,2.6,0,2022
504,"Juwan Morgan",24,"2TM","PF",2,0,15.5,1,1.5,0.667,0.5,1,0.5,0.5,0.5,1,0.833,0,0,NA,1,1,2,0.5,0,0,0,1.5,2.5,0,2022
505,"Udonis Haslem",41,"MIA","C",13,0,6.4,1.1,2.4,0.452,0.1,0.3,0.25,1,2.1,0.481,0.468,0.2,0.2,1,0.3,1.6,1.9,0.3,0.1,0.1,0.4,1.2,2.5,0,2022
506,"Sam Hauser",24,"BOS","SF",26,0,6.1,0.9,1.9,0.46,0.7,1.7,0.432,0.2,0.2,0.667,0.65,0,0,NA,0.2,0.9,1.1,0.4,0,0.1,0.1,0.3,2.5,0,2022
507,"Theo Pinson",26,"DAL","SF",19,0,7.8,0.7,2.1,0.359,0.5,1.6,0.333,0.2,0.5,0.444,0.487,0.5,0.5,1,0.1,1,1.1,0.9,0.3,0.1,0.3,0.6,2.5,0,2022
508,"Bol Bol",22,"DEN","PF",14,0,5.8,1.1,1.9,0.556,0.1,0.3,0.25,1,1.6,0.609,0.574,0.1,0.4,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4,0,2022
509,"Jalen Johnson",20,"ATL","PF",22,0,5.5,1,1.9,0.537,0.1,0.6,0.231,0.9,1.3,0.679,0.573,0.2,0.3,0.714,0.1,1.1,1.2,0.1,0.1,0.1,0.4,0.4,2.4,0,2022
510,"Jake Layman",27,"MIN","SF",34,1,6.8,0.9,2.1,0.411,0.2,1,0.229,0.6,1.1,0.579,0.466,0.4,0.5,0.722,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.4,2.4,0,2022
511,"Abdel Nader",28,"PHO","SF",14,0,10.4,0.9,2.5,0.343,0.3,1,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,0,2022
512,"Ish Wainright",27,"PHO","PF",45,0,8,0.9,2.3,0.394,0.4,1.3,0.322,0.5,1,0.489,0.486,0.2,0.3,0.583,0.6,0.6,1.2,0.3,0.4,0.1,0.3,1.1,2.4,0,2022
513,"Nik Stauskas",28,"2TM","SG",8,0,4.9,0.6,1.8,0.357,0.5,1.3,0.4,0.1,0.5,0.25,0.5,0.5,0.8,0.667,0.1,0.3,0.4,0.3,0,0,0.1,0.1,2.3,0,2022
514,"Justin Champagnie",20,"TOR","SF",36,0,7.8,0.9,1.9,0.463,0.3,0.8,0.357,0.6,1.1,0.538,0.537,0.3,0.3,1,1,1,2,0.3,0.2,0.1,0.2,0.9,2.3,0,2022
515,"Freddie Gillespie",24,"ORL","PF",9,2,13.2,1,2.4,0.409,0,0.1,0,1,2.3,0.429,0.409,0.3,0.8,0.429,1.4,2.6,4,0.6,0.3,1,0.6,2,2.3,0,2022
516,"Haywood Highsmith",25,"MIA","SF",19,1,8.6,0.8,2.4,0.348,0.5,1.5,0.321,0.4,0.9,0.389,0.446,0.1,0.3,0.4,0.5,0.8,1.4,0.3,0.1,0.2,0.2,0.7,2.3,0,2022
517,"Miles McBride",21,"NYK","PG",40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1,0.375,0.375,0.2,0.3,0.667,0.1,1,1.1,1,0.4,0,0.1,1.1,2.2,0,2022
518,"Jericho Sims",23,"NYK","PF",41,5,13.5,1,1.3,0.722,0,0,NA,1,1.3,0.722,0.722,0.3,0.7,0.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2,0,2022
519,"Dylan Windler",25,"CLE","SF",50,0,9.2,0.7,2,0.378,0.4,1.4,0.3,0.3,0.6,0.571,0.485,0.3,0.4,0.833,0.4,1.4,1.8,0.7,0.3,0.1,0.3,0.9,2.2,0,2022
520,"Jeff Dowtin",24,"3TM","PG",9,0,12,0.9,2.9,0.308,0.1,1,0.111,0.8,1.9,0.412,0.327,0.2,0.2,1,0.9,1.1,2,1.1,0.6,0.1,0.6,0.6,2.1,0,2022
521,"Justin Jackson",26,"2TM","SF",7,0,5.3,0.7,2.1,0.333,0.4,1.3,0.333,0.3,0.9,0.333,0.433,0.3,0.3,1,0.1,0.9,1,0.3,0,0,0.1,0.4,2.1,0,2022
522,"Joe Wieskamp",22,"SAS","SG",29,0,7.1,0.7,1.9,0.357,0.5,1.5,0.326,0.2,0.4,0.462,0.482,0.2,0.4,0.538,0.1,0.3,0.5,0.3,0.1,0.1,0.1,0.5,2.1,0,2022
523,"Langston Galloway",30,"2TM","SG",7,0,15.3,0.9,3.7,0.231,0.3,2.3,0.125,0.6,1.4,0.4,0.269,0,0,NA,0.4,2.1,2.6,1.7,0.1,0,0.9,1,2,0,2022
524,"Luke Kornet",26,"3TM","C",15,0,6.9,0.9,1.8,0.481,0,0.3,0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0,0.6,2,0,2022
525,"Ahmad Caver",25,"IND","SG",1,0,1,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,2022
526,"Chris Chiozza",26,"GSW","PG",34,1,10.9,0.7,2.4,0.296,0.5,1.6,0.321,0.2,0.8,0.25,0.401,0.1,0.1,0.667,0.3,0.8,1.1,1.9,0.4,0,0.9,0.9,2,0,2022
527,"Damyean Dotson",27,"NYK","SG",2,0,10.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,NA,0,1,1,0.5,0,0,0,0,2,0,2022
528,"Usman Garuba",19,"HOU","PF",24,2,10,0.8,1.8,0.432,0.2,0.8,0.25,0.6,1,0.583,0.489,0.2,0.3,0.714,0.9,2.6,3.5,0.7,0.4,0.5,0.3,1.2,2,0,2022
529,"Shaquille Harrison",28,"BRK","SG",2,0,11.5,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,NA,0.5,1.5,2,1.5,0.5,0.5,1,1.5,2,0,2022
530,"Joe Johnson",40,"BOS","SG",1,0,2,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,2022
531,"Jemerrio Jones",26,"LAL","SF",2,0,7.5,1,1.5,0.667,0,0,NA,1,1.5,0.667,0.667,0,0,NA,1,0.5,1.5,0,0.5,0,0,1,2,0,2022
532,"Norvel Pelle",28,"UTA","C",3,0,6.3,1,1.7,0.6,0,0,NA,1,1.7,0.6,0.6,0,0,NA,1,1,2,0,0,0.3,0.7,0.3,2,0,2022
533,"Craig Sword",28,"WAS","SG",3,0,6.3,1,1.3,0.75,0,0.3,0,1,1,1,0.75,0,0,NA,0,0,0,0.3,1.3,0,0.3,2.3,2,0,2022
534,"JT Thor",19,"CHO","PF",33,0,7.9,0.7,1.7,0.436,0.2,0.8,0.259,0.5,0.8,0.607,0.5,0.4,0.6,0.6,0.3,1,1.3,0.6,0.2,0.3,0.3,0.8,2,0,2022
535,"Cassius Winston",23,"WAS","PG",7,0,5.6,0.6,1.6,0.364,0.3,0.9,0.333,0.3,0.7,0.4,0.455,0.6,0.6,1,0,0.1,0.1,1,0,0,0.4,1.3,2,0,2022
536,"Marko Simonovic",22,"CHI","C",9,0,3.9,0.4,1.7,0.267,0.1,0.6,0.2,0.3,1.1,0.3,0.3,0.9,1.2,0.727,0.6,0.6,1.1,0,0.1,0.1,0.2,0.7,1.9,0,2022
537,"Alize Johnson",25,"3TM","PF",23,0,7.3,0.7,1.7,0.436,0,0.2,0,0.7,1.5,0.486,0.436,0.3,0.5,0.583,1.2,1.4,2.7,0.4,0.2,0,0.5,0.8,1.8,0,2022
538,"Eugene Omoruyi",24,"DAL","SF",4,0,4.5,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,1,0.5,0.5,1.3,1.8,0.5,0,0,0,0.5,1.8,0,2022
539,"Brodric Thomas",25,"BOS","SG",12,0,5,0.7,1.5,0.444,0.2,0.8,0.222,0.5,0.8,0.667,0.5,0.3,0.4,0.6,0.2,0.7,0.8,0.9,0.1,0.1,0.5,0.6,1.8,0,2022
540,"Willie Cauley-Stein",28,"2TM","C",20,2,9.2,0.8,1.8,0.457,0.1,0.1,0.5,0.8,1.7,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2,0.5,0.3,0.2,0.4,1,1.7,0,2022
541,"Wayne Selden",27,"NYK","SG",3,0,6.3,0.3,1.3,0.25,0.3,0.7,0.5,0,0.7,0,0.375,0.7,1.3,0.5,0,0.3,0.3,0.3,0,0,0,0.3,1.7,0,2022
542,"Isaiah Todd",20,"WAS","PF",12,0,6.2,0.6,2.2,0.269,0.3,1.3,0.25,0.3,0.8,0.3,0.346,0.2,0.5,0.333,0.3,0.8,1,0.3,0.3,0.2,0.3,0.3,1.7,0,2022
543,"Ryan Arcidiacono",27,"NYK","PG",10,0,7.6,0.6,1.2,0.5,0.4,0.9,0.444,0.2,0.3,0.667,0.667,0,0,NA,0,0.8,0.8,0.4,0.1,0,0.3,0.5,1.6,0,2022
544,"Kevin Pangos",29,"CLE","PG",24,3,6.9,0.6,1.9,0.326,0.3,1.1,0.231,0.4,0.8,0.45,0.391,0.1,0.2,0.75,0.1,0.4,0.5,1.3,0.1,0,0.3,0.5,1.6,0,2022
545,"Rob Edwards",25,"OKC","SG",2,0,5.5,0.5,2,0.25,0.5,2,0.25,0,0,NA,0.375,0,0,NA,0,1.5,1.5,0,0,0,0.5,0,1.5,0,2022
546,"Emmanuel Mudiay",25,"SAC","PG",2,0,5.5,0,1,0,0,0,NA,0,1,0,0,1.5,2,0.75,0,0,0,2,0.5,0,0.5,0.5,1.5,0,2022
547,"Malik Fitts",24,"2TM","PF",15,0,4.2,0.5,1.3,0.421,0.3,0.7,0.5,0.2,0.6,0.333,0.553,0,0,NA,0.1,1,1.1,0.3,0,0,0.1,0.3,1.4,0,2022
548,"Charlie Brown Jr.",24,"2TM","SG",22,2,8,0.5,1.8,0.256,0,0.5,0.083,0.4,1.2,0.333,0.269,0.4,0.5,0.9,0.6,0.8,1.5,0.3,0.5,0.2,0.2,0.8,1.4,0,2022
549,"Leandro Bolmaro",21,"MIN","SF",35,2,6.9,0.5,1.5,0.315,0.1,0.5,0.278,0.3,1,0.333,0.361,0.3,0.4,0.846,0.5,0.8,1.2,0.6,0.2,0,0.4,0.7,1.4,0,2022
550,"Moses Wright",23,"2TM","PF",4,0,3.5,0.3,1,0.25,0,0.3,0,0.3,0.8,0.333,0.25,0.8,0.8,1,0.3,0.5,0.8,0.5,0,0.3,0,0,1.3,0,2022
551,"Darren Collison",34,"LAL","PG",3,0,12.3,0.7,2.3,0.286,0,1,0,0.7,1.3,0.5,0.286,0,0,NA,0,1.3,1.3,0.7,0.3,0,0.3,1.7,1.3,0,2022
552,"Jordan Schakel",23,"WAS","SG",4,0,7.5,0.3,2.8,0.091,0.3,1.5,0.167,0,1.3,0,0.136,0.5,0.5,1,0.5,1.5,2,0,0.3,0,0.3,0,1.3,0,2022
553,"Myles Powell",24,"PHI","PG",11,0,4.7,0.5,1.5,0.294,0.1,0.5,0.167,0.4,1,0.364,0.324,0.2,0.2,1,0.1,0.5,0.5,0.3,0.1,0,0.3,0.7,1.2,0,2022
554,"Petr Cornelie",26,"DEN","PF",13,0,2.9,0.4,1.2,0.333,0.1,0.6,0.125,0.3,0.5,0.571,0.367,0.2,0.3,0.75,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1,0,2022
555,"Tacko Fall",26,"CLE","C",11,1,5.4,0.5,1.1,0.417,0,0,NA,0.5,1.1,0.417,0.417,0.2,0.6,0.286,0.6,1.5,2.1,0.2,0,0.5,0.3,0.3,1.1,0,2022
556,"Marcus Garrett",23,"MIA","SG",12,0,10.7,0.4,1.8,0.238,0.1,0.3,0.25,0.3,1.4,0.235,0.262,0.2,0.4,0.4,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1,0,2022
557,"RJ Nembhard Jr.",22,"CLE","SG",14,0,4.5,0.4,1.3,0.333,0,0.1,0,0.4,1.1,0.375,0.333,0.2,0.3,0.75,0.2,0.3,0.5,0.9,0.1,0,0.2,0.1,1.1,0,2022
558,"Yves Pons",22,"MEM","SF",12,0,5.9,0.4,1.3,0.313,0.3,0.8,0.333,0.2,0.6,0.286,0.406,0,0.2,0,0.4,0.6,1,0.1,0.1,0.3,0.1,0.5,1.1,0,2022
559,"Shaq Buchanan",25,"MEM","SG",2,0,5,0.5,2,0.25,0,1,0,0.5,1,0.5,0.25,0,0,NA,0.5,0.5,1,1,0.5,0,1,0.5,1,0,2022
560,"Kai Jones",21,"CHO","C",21,0,3,0.4,0.7,0.643,0,0.1,0.5,0.4,0.6,0.667,0.679,0.1,0.4,0.375,0.1,0.4,0.5,0.2,0,0.1,0.3,0.4,1,0,2022
561,"Dakota Mathias",26,"MEM","SG",6,0,2.7,0.3,1,0.333,0.3,1,0.333,0,0,NA,0.5,0,0,NA,0,0.3,0.3,0.2,0.2,0,0,0.2,1,0,2022
562,"Deividas Sirvydis",21,"DET","SG",3,0,9,0.3,3.3,0.1,0.3,2.3,0.143,0,1,0,0.15,0,0,NA,0,2,2,0.3,1,0.3,0,1.3,1,0,2022
563,"Jaden Springer",19,"PHI","SG",2,0,3,0.5,0.5,1,0,0,NA,0.5,0.5,1,1,0,0,NA,0.5,0.5,1,0,0,1,0.5,0,1,0,2022
564,"Tyrell Terry",21,"MEM","PG",2,0,1.5,0.5,0.5,1,0,0,NA,0.5,0.5,1,1,0,0,NA,0,0,0,0,0,0,0,0.5,1,0,2022
565,"McKinley Wright IV",23,"MIN","PG",5,0,3.8,0.4,0.6,0.667,0.2,0.4,0.5,0.2,0.2,1,0.833,0,0,NA,0,0,0,0.6,0,0,0.2,0.2,1,0,2022
566,"Ed Davis",32,"CLE","C",31,3,6.5,0.4,0.5,0.688,0,0,NA,0.4,0.5,0.688,0.688,0.2,0.5,0.429,0.5,1.6,2.1,0.2,0.1,0.3,0.2,1.1,0.9,0,2022
567,"Carlik Jones",24,"2TM","PG",5,0,4.6,0.2,1.8,0.111,0,0.2,0,0.2,1.6,0.125,0.111,0.4,0.4,1,0.2,0.4,0.6,1,0.2,0,0.6,0,0.8,0,2022
568,"Isaac Bonga",22,"TOR","SF",15,0,4.6,0.2,0.9,0.231,0.1,0.3,0.25,0.1,0.6,0.222,0.269,0.3,0.5,0.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8,0,2022
569,"Jarron Cumberland",24,"POR","SG",3,0,4,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,NA,0.3,0.7,1,0.3,0,0,0,0.7,0.7,0,2022
570,"Chandler Hutchison",25,"PHO","SF",6,0,3.7,0.2,0.3,0.5,0,0,NA,0.2,0.3,0.5,0.5,0.3,0.3,1,0,0.8,0.8,0.3,0,0,0.7,0.2,0.7,0,2022
571,"DaQuan Jeffries",24,"MEM","SG",3,0,3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,NA,0,0.7,0.7,0.3,0,0,0,0.3,0.7,0,2022
572,"Jaylen Morris",26,"SAS","SG",3,0,5.3,0,2,0,0,0.7,0,0,1.3,0,0,0.7,1.3,0.5,0,0.7,0.7,0.7,0,0,0.3,0.7,0.7,0,2022
573,"Xavier Sneed",24,"2TM","SF",9,0,4.3,0.2,1.1,0.2,0.1,0.9,0.125,0.1,0.2,0.5,0.25,0,0,NA,0.2,0.4,0.7,0.1,0,0,0,0.2,0.6,0,2022
574,"Solomon Hill",30,"ATL","SF",13,1,10.7,0.2,1.5,0.15,0.2,1,0.154,0.1,0.5,0.143,0.2,0,0,NA,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,0,2022
575,"Robert Woodard II",22,"SAC","SF",12,0,3.5,0.2,1.3,0.125,0.1,0.3,0.25,0.1,1,0.083,0.156,0.2,0.2,1,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6,0,2022
576,"Sharife Cooper",20,"ATL","PG",13,0,3,0.2,1.1,0.214,0.1,0.5,0.167,0.2,0.6,0.25,0.25,0,0,NA,0,0.4,0.4,0.4,0,0,0.4,0.1,0.5,0,2022
577,"Scottie Lewis",21,"CHO","SG",2,0,3.5,0,0,NA,0,0,NA,0,0,NA,NA,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,2022
578,"Joel Ayayi",21,"WAS","SG",7,0,2.9,0.1,0.9,0.167,0,0.1,0,0.1,0.7,0.2,0.167,0,0,NA,0.1,0.3,0.4,0.6,0,0,0,0,0.3,0,2022
579,"Aaron Henry",22,"PHI","SF",6,0,2.8,0.2,0.8,0.2,0,0.2,0,0.2,0.7,0.25,0.2,0,0,NA,0,0.2,0.2,0,0,0.3,0.3,0.3,0.3,0,2022
580,"George King",28,"DAL","SF",4,0,4.8,0,1.3,0,0,1,0,0,0.3,0,0,0.3,0.5,0.5,0,1.3,1.3,0,0,0,0.3,1,0.3,0,2022
581,"Miye Oni",24,"UTA","SG",16,0,2.8,0.1,0.6,0.222,0.1,0.5,0.125,0.1,0.1,1,0.278,0,0.1,0,0.1,0.4,0.4,0.3,0,0,0.1,0.4,0.3,0,2022
582,"Cat Barber",27,"ATL","PG",3,0,4.3,0,1.3,0,0,0,NA,0,1.3,0,0,0,1.3,0,0.3,0.7,1,1,0,0,0.3,0.3,0,0,2022
583,"Jordan Bell",27,"CHI","C",1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,1,0,1,0,1,0,0,2,0,0,2022
584,"Zylan Cheatham",26,"UTA","SF",1,0,5,0,3,0,0,2,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2022
585,"Sam Dekker",27,"TOR","PF",1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,2022
586,"Javin DeLaurier",23,"MIL","C",1,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,1,0,0,1,0,0,2022
587,"Jaime Echenique",24,"WAS","C",1,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,2022
588,"Jordan Goodwin",23,"WAS","SG",2,0,3,0,1.5,0,0,0.5,0,0,1,0,0,0,0,NA,0,0.5,0.5,0,0,0,0,0.5,0,0,2022
589,"Tyler Hall",24,"NYK","SG",1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,2022
590,"Nate Hinton",22,"IND","SG",2,0,1,0,0.5,0,0,0,NA,0,0.5,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,0,2022
591,"Jay Huff",23,"LAL","C",4,0,5,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,NA,0.3,0.8,1,0.3,0.3,0.3,0.3,0.3,0,0,2022
592,"Feron Hunt",22,"NYK","SF",2,0,4,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0,2022
593,"DeJon Jarreau",24,"IND","SG",1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,2022
594,"David Johnson",20,"TOR","SG",2,0,1,0,0.5,0,0,0.5,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2022
